计数            温度            样品电压          样品电流          霍尔电势          磁场强度          励磁电流
457           296.2         0.0818        0.1413        -0.2046       -92.2         1.8060
458           296.2         0.0819        0.1414        -0.2053       -92.8         1.8210
459           296.2         0.0821        0.1414        -0.2057       -93.8         1.8380
460           296.2         0.0822        0.1414        -0.2064       -93.8         1.8530
461           296.2         0.0824        0.1414        -0.2071       -94.6         1.8710
462           296.2         0.0826        0.1414        -0.2075       -95.2         1.8860
463           296.2         0.0827        0.1414        -0.2081       -96.2         1.9030
464           296.2         0.0829        0.1414        -0.2087       -97.0         1.9140
465           296.2         0.0830        0.1414        -0.2092       -98.0         1.9350
466           296.2         0.0832        0.1414        -0.2098       -98.8         1.9350
467           296.2         0.0834        0.1414        -0.2105       -99.4         1.9480
468           296.2         0.0835        0.1414        -0.2110       -100.4        1.9660
469           296.2         0.0838        0.1415        -0.2116       -100.4        1.9790
470           296.2         0.0839        0.1415        -0.2124       -101.2        1.9990
471           296.2         0.0840        0.1414        -0.2127       -101.9        2.0150
472           296.2         0.0842        0.1414        -0.2135       -102.8        2.0330
473           296.2         0.0843        0.1414        -0.2140       -103.6        2.0440
474           296.2         0.0845        0.1414        -0.2145       -104.4        2.0660
475           296.2         0.0846        0.1414        -0.2151       -105.2        2.0660
476           296.2         0.0848        0.1414        -0.2155       -105.2        2.0770
477           296.2         0.0850        0.1414        -0.2162       -106.0        2.0970
478           296.2         0.0851        0.1414        -0.2167       -106.9        2.1110
479           296.2         0.0852        0.1414        -0.2173       -107.8        2.1300
480           296.2         0.0854        0.1414        -0.2180       -108.6        2.1420
481           296.2         0.0855        0.1414        -0.2184       -109.4        2.1640
482           296.2         0.0857        0.1414        -0.2190       -110.4        2.1640
483           296.2         0.0859        0.1414        -0.2197       -111.0        2.1740
484           296.2         0.0860        0.1414        -0.2202       -112.0        2.1890
485           296.2         0.0862        0.1414        -0.2208       -112.0        2.2070
486           296.2         0.0864        0.1414        -0.2215       -112.8        2.2260
487           296.2         0.0866        0.1414        -0.2219       -113.5        2.2390
488           296.2         0.0868        0.1414        -0.2226       -114.4        2.2600
